Track Name,Album Release Decade,Artist Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,Artist Popularity,Track URI,Track Popularity
Don't Hold Your Breath,10s,"dance pop, pop, post-teen pop",0.66,0.797,5.0,-6.096,0.0,0.0262,0.00646,0.000108,0.187,0.674,110.955,4.0,62,spotify:track:7pAq1IXYZpL42HchCminu6,55
When I Grow Up,00s,"dance pop, girl group, pop",0.686,0.681,11.0,-5.761,0.0,0.0471,0.00185,0.0,0.395,0.366,118.472,4.0,69,spotify:track:7hFXQCDPgHhZQrC3vSM1o4,0
I Gotta Feeling,00s,"dance pop, pop, pop rap",0.743,0.766,0.0,-6.375,1.0,0.0265,0.0873,0.0,0.509,0.61,127.96,4.0,80,spotify:track:4vp2J1l5RD4gMZwGFLfRAu,0
Halo,00s,"pop, r&b",0.508,0.72,11.0,-5.908,0.0,0.0628,0.272,0.0,0.0563,0.472,79.983,4.0,93,spotify:track:4JehYebiI9JE8sR8MisGVb,75
Cry Me a River,00s,"dance pop, pop",0.624,0.654,8.0,-6.582,0.0,0.183,0.577,0.0,0.104,0.564,73.898,4.0,83,spotify:track:7Lf7oSEVdzZqTA0kEDSlS5,77
"You're Gonna Go Far, Kid",00s,"alternative metal, permanent wave, post-grunge, punk, rock, skate punk, socal pop punk",0.55,0.918,9.0,-3.159,0.0,0.0682,0.00466,0.0,0.206,0.563,126.083,4.0,77,spotify:track:1FMm3wG5WOhi7js35KR7Ea,0
So What,00s,"dance pop, pop",0.535,0.887,11.0,-3.106,1.0,0.0449,0.000304,2.23e-06,0.257,0.445,126.01,4.0,81,spotify:track:6qYGUxPjQt5PJtWdiNppZx,0
"Whenever, Wherever",00s,"colombian pop, dance pop, latin pop, pop",0.793,0.831,1.0,-4.861,0.0,0.0405,0.264,7.03e-06,0.207,0.865,107.645,4.0,87,spotify:track:0RJWhctsc1G1Hg3Ov2th7x,63
Bleeding Love,00s,"british soul, dance pop, pop, talent show",0.638,0.656,5.0,-5.886,1.0,0.0357,0.188,0.0,0.146,0.225,104.036,4.0,65,spotify:track:7wZUrN8oemZfsEd1CGkbXE,78
Milkshake,00s,"dance pop, hip pop, neo soul, urban contemporary",0.881,0.774,1.0,-6.068,1.0,0.0439,0.00986,0.0346,0.206,0.759,112.968,4.0,63,spotify:track:2cMTIlktg3M9mXYqCPqw1J,16
Stronger (What Doesn't Kill You),10s,"dance pop, pop, talent show",0.555,0.923,0.0,-5.908,1.0,0.0482,0.0411,0.0,0.112,0.682,116.012,4.0,74,spotify:track:35a4Kzyo9XY4FI9FaSIzzF,40
Say OK,00s,"dance pop, pop, post-teen pop",0.471,0.696,7.0,-7.176,1.0,0.0468,0.00673,0.000955,0.0884,0.543,125.026,3.0,61,spotify:track:5cfPxiul0cdhPYD2uzuQSg,0
Lovesick,10s,post-teen pop,0.611,0.715,0.0,-5.621,0.0,0.0604,0.00414,0.0,0.353,0.784,129.88,3.0,42,spotify:track:2w55BLEMG97Smym2V6itnx,0
Wherever I Go,10s,"pop, post-teen pop",0.538,0.621,5.0,-3.358,1.0,0.027,0.0383,0.0,0.0976,0.372,79.024,4.0,62,spotify:track:3lWEKwBNo9IbE9pdKC5NU6,54
I'll Always Remember You,10s,"pop, post-teen pop",0.418,0.721,8.0,-2.736,1.0,0.0385,0.0485,0.0,0.0986,0.234,144.06,4.0,62,spotify:track:0tldYKX9sQsDs41lJxdcp8,38
A Year Without Rain,10s,pop,0.627,0.81,2.0,-5.296,0.0,0.0431,0.0125,3.09e-05,0.111,0.409,119.98,4.0,68,spotify:track:0lYS1tJg3r6ATe9bRPB0Hu,58
Beauty And A Beat,10s,"canadian pop, pop",0.601,0.845,0.0,-4.711,1.0,0.0653,0.00116,0.0001,0.0653,0.662,127.97,4.0,89,spotify:track:0KTsmr6JOuhxZuiXUha1xC,0
International Love (feat. Chris Brown),10s,"dance pop, miami hip hop, pop",0.67,0.855,0.0,-3.035,0.0,0.0499,0.0124,0.0,0.335,0.648,120.05,4.0,84,spotify:track:62zFEHfAYl5kdHYOivj4BC,80
Clouds (feat. A.J. McLean),10s,"finnish dance pop, finnish hip hop, finnish pop",0.772,0.851,7.0,-4.343,1.0,0.09,0.0149,0.0,0.136,0.27,91.034,4.0,32,spotify:track:1RK5DiXAYnRZk1fEjnytdp,38
Turn Me On (feat. Nicki Minaj),10s,"big room, dance pop, edm, pop, pop dance",0.704,0.793,8.0,-2.266,1.0,0.0591,0.0488,0.0,0.575,0.412,127.96,4.0,88,spotify:track:6T27IN7Ai94BeDv6PPCmoC,66
Sweat (Snoop Dogg vs. David Guetta) - David Guetta Remix,10s,"g funk, gangster rap, hip hop, pop rap, rap, west coast rap",0.822,0.749,7.0,-5.563,1.0,0.0285,0.0697,0.000273,0.0732,0.707,130.005,4.0,82,spotify:track:7LpT54RUvN0IvDGIxiwHwS,0
Märkää,10s,"finnish dance pop, finnish hip hop, finnish pop",0.903,0.864,1.0,-3.763,1.0,0.0358,0.0212,0.0,0.511,0.961,120.06,4.0,47,spotify:track:6wPsHct4yJfplE3nA9qvac,40
Selvä päivä (feat. Lord Est),10s,"finnish dance pop, finnish hip hop, finnish pop",0.801,0.726,6.0,-5.567,0.0,0.0443,0.0412,0.0,0.317,0.489,113.98,4.0,47,spotify:track:107ct6t9kseeQWTyeRgcdO,25
Good Ol' Days,10s,"celtic rock, pop",0.549,0.945,7.0,-4.351,1.0,0.0329,0.031,0.0,0.114,0.565,93.998,4.0,74,spotify:track:629MXzH7txguTIePdNXOWY,39
Home,10s,"dutch house, edm, electro house, pop dance, progressive electro house, progressive house, sky room",0.577,0.886,2.0,-3.033,1.0,0.0666,0.00562,0.0,0.111,0.616,127.957,4.0,46,spotify:track:12HmJ4Q5ksOGgaqKgZLvdE,0
Supersankari,10s,"finnish pop, iskelma, suomi rock",0.428,0.59,1.0,-6.187,1.0,0.0404,0.102,3.39e-06,0.108,0.305,120.38,4.0,35,spotify:track:3yXMgnyHN4o5bL68RfWRpC,38
Don't Look Down (feat. Usher),10s,"dutch edm, edm, pop, pop dance, progressive house",0.575,0.831,0.0,-5.972,1.0,0.0356,0.00406,0.000449,0.111,0.377,127.991,4.0,76,spotify:track:5M9jOReAKGZ2AttVefFjTY,64
Overtime - Vicetone Remix,10s,"dance pop, edm, electro house, electropowerpop, pop dance",0.721,0.887,11.0,-3.095,0.0,0.166,0.00973,0.00054,0.61,0.678,125.987,4.0,60,spotify:track:4qwucEZidHAAkcN0BemkoU,0
Unbreakable,10s,"finnish dance pop, finnish pop",0.498,0.566,1.0,-7.381,1.0,0.0304,0.00587,0.0,0.156,0.267,141.872,4.0,46,spotify:track:5dajiBFiQxyOkmFglyTkvg,22
Moon Boots,10s,"celtic rock, pop",0.482,0.872,2.0,-4.813,1.0,0.0469,0.000518,0.0,0.0935,0.532,152.888,4.0,74,spotify:track:1MkiqU0AvKhjOZdL6I7NQS,30
If You Could See Me Now,10s,"celtic rock, pop",0.602,0.758,0.0,-6.864,1.0,0.0399,0.00569,0.0,0.145,0.368,100.017,4.0,74,spotify:track:6EzSy7WxNCazx3csu7lxdV,61
Gimme More,00s,"dance pop, pop",0.788,0.844,2.0,-3.131,1.0,0.0334,0.25,0.000678,0.0723,0.382,113.324,4.0,81,spotify:track:6ic8OlLUNEATToEFU3xmaH,82
E.T.,10s,pop,0.62,0.869,1.0,-5.252,1.0,0.175,0.0181,0.0,0.369,0.76,151.684,4.0,84,spotify:track:36ux3YuUsGTWPT8fXclS45,67
We R Who We R,10s,"dance pop, pop",0.739,0.818,8.0,-5.062,1.0,0.0418,0.008,0.00504,0.164,0.713,119.982,4.0,79,spotify:track:5jaz6aiRknA63NIYWdbr2O,0
The Man Who Never Lied,10s,pop,0.63,0.842,2.0,-5.946,1.0,0.0355,0.000342,0.0,0.0711,0.826,139.943,4.0,85,spotify:track:6tWkTeLF2WmjTA1cyS2QEp,31
Che Guevara,00s,"finnish pop, suomi rock",0.583,0.879,10.0,-4.171,0.0,0.0367,0.0745,0.0,0.187,0.46,139.943,4.0,40,spotify:track:5gsQegOEB7admETkL6ckUL,45
Maps,10s,pop,0.736,0.725,1.0,-5.498,0.0,0.029,0.0194,0.0,0.081,0.883,119.992,4.0,85,spotify:track:7xEMGs0GbdfLwVw0Bn5D9H,0
Troublemaker (feat. Flo Rida),10s,"dance pop, pop, talent show, uk pop",0.762,0.863,0.0,-3.689,0.0,0.0565,0.015,0.0,0.125,0.965,106.008,4.0,65,spotify:track:4jOtC832PyIXlCVPRElfQu,0
Written in the Stars (feat. Eric Turner),10s,"dance pop, grime, pop rap",0.656,0.931,7.0,-4.188,1.0,0.0981,0.0613,0.0,0.219,0.534,91.881,4.0,63,spotify:track:5m5TRf7ggoguXtcXQGprN4,59
Bring Me To Life,00s,alternative metal,0.312,0.946,4.0,-3.209,0.0,0.107,0.00749,2.93e-06,0.288,0.297,189.892,4.0,73,spotify:track:646J2jOtUe4Jflrmh6JFjN,0
Hung Up,00s,"dance pop, pop",0.64,0.646,9.0,-7.572,0.0,0.0497,0.00364,0.165,0.0912,0.415,124.992,4.0,81,spotify:track:70VjMtwhm3Q2HBQeJnPfmh,52
It's My Life,10s,"glam metal, rock",0.546,0.931,0.0,-3.025,0.0,0.0507,0.0295,1.67e-05,0.366,0.527,120.01,4.0,79,spotify:track:4TmGtGkkmaoXRCvpOwDJoO,0
I Kissed A Girl,00s,pop,0.699,0.76,5.0,-3.173,1.0,0.0677,0.00223,0.0,0.132,0.696,129.996,4.0,84,spotify:track:14iN3o8ptQ8cFVZTEmyQRV,75
About You Now,00s,"dance pop, europop, girl group, talent show",0.584,0.699,1.0,-6.065,0.0,0.0378,6.52e-05,6.05e-05,0.486,0.585,82.499,4.0,58,spotify:track:1ctdfJSzp6qF2iDAVdDrfl,64
Birds Fly (feat. Mr. Probz),10s,"big room, dutch house, edm, electro house, pop dance, progressive electro house, progressive house",0.566,0.675,3.0,-4.602,0.0,0.0331,0.0611,0.0,0.642,0.11,122.553,4.0,67,spotify:track:2xScjew1nGldhk7eM2qsCv,13
Yellow House,10s,finnish idol pop,0.577,0.845,7.0,-6.38,0.0,0.0379,0.00692,0.0,0.223,0.345,115.001,4.0,20,spotify:track:0utQYjH6sVVaqnBQFj4R4J,0
Platinaa,10s,"finnish dance pop, finnish hip hop",0.633,0.695,10.0,-6.789,0.0,0.146,0.0277,0.0,0.338,0.555,165.244,4.0,21,spotify:track:6MDl3PCIz6h6ImkUpqurvE,9
Rude,10s,"pop, reggae fusion",0.773,0.758,1.0,-4.993,1.0,0.0381,0.0422,0.0,0.305,0.925,144.033,4.0,68,spotify:track:6RtPijgfPKROxEzTHNRiDp,84
Maradona (kesä ´86),10s,"finnish dance pop, finnish hip hop, finnish pop, suomi rock",0.667,0.599,5.0,-6.827,0.0,0.0486,0.012,0.0,0.12,0.681,120.038,4.0,48,spotify:track:7LpqSvZvaRtcUcSKas6dYK,0
Maps,10s,pop,0.743,0.717,1.0,-5.521,0.0,0.0299,0.0223,0.0,0.0678,0.88,120.025,4.0,85,spotify:track:6chdRBWviHlm7JAtwgflBP,0
Perjantai 13.,10s,"finnish dance pop, finnish hip hop, finnish pop",0.526,0.84,9.0,-4.325,0.0,0.195,0.145,0.0,0.13,0.608,79.642,4.0,42,spotify:track:74JdLqtaJtDM6I6p282Ahh,0
S&M Remix,10s,"barbadian pop, pop, urban contemporary",0.819,0.796,1.0,-3.397,1.0,0.0546,0.0609,0.0,0.0647,0.886,127.931,4.0,91,spotify:track:3rqe57UvA8vxlzRuiAx4P5,0
Mr. Saxobeat - Radio Edit,10s,romanian pop,0.72,0.925,4.0,-4.165,0.0,0.0511,0.0276,0.000238,0.14,0.781,127.004,4.0,64,spotify:track:7e320tQuzm28o3vpHMSgjz,0
How to Be a Heartbreaker,10s,"metropopolis, pop, pov: indie, uk alternative pop",0.69,0.897,11.0,-4.696,0.0,0.0506,0.0142,0.0,0.108,0.849,140.05,4.0,72,spotify:track:1RDNH7V9Odx6gOZJ4Siehj,34
We Found Love,10s,"barbadian pop, pop, urban contemporary",0.755,0.74,1.0,-4.951,1.0,0.0407,0.0225,0.00139,0.124,0.609,127.98,4.0,91,spotify:track:14fmbvjYLqRZEXz1VZdM2M,0
Heartbeat,10s,"dance pop, latin pop, mexican pop",0.568,0.892,10.0,-3.205,1.0,0.101,0.0258,0.0,0.302,0.39,129.997,4.0,79,spotify:track:6x2w38zlkGYihidW7BpJ4m,0
I Like It,10s,"dance pop, latin pop, mexican pop",0.647,0.943,10.0,-2.866,0.0,0.0849,0.0202,0.0,0.0607,0.707,129.006,4.0,79,spotify:track:6wo5g4E5BjUMW4qKUo50Mt,0
She Looks So Perfect,10s,"boy band, pop",0.495,0.959,1.0,-3.712,0.0,0.137,0.000714,0.0,0.36,0.431,159.993,4.0,77,spotify:track:0BhZWr9gPZNlVdWWigvYA9,0
Catch My Breath,10s,"dance pop, pop, talent show",0.691,0.946,9.0,-3.221,1.0,0.0678,0.0259,0.0,0.0897,0.517,124.021,4.0,74,spotify:track:7kAYyzVhWr3nSqAC7CUOWK,51
DUELE EL CORAZON (feat. Wisin),10s,"dance pop, latin pop, mexican pop",0.716,0.908,8.0,-3.254,0.0,0.103,0.0858,0.0,0.135,0.869,91.03,4.0,79,spotify:track:6YZdkObH88npeKrrkb8Ggf,69
Into You,10s,pop,0.636,0.727,9.0,-5.852,1.0,0.106,0.0161,1.12e-06,0.151,0.358,107.988,4.0,94,spotify:track:7yHEDfrJNd0zWOfXwydNH0,0
Middle,10s,"edm, electronic trap, pop, pop dance",0.604,0.745,9.0,-4.103,1.0,0.0385,0.0161,0.0,0.0542,0.205,104.941,4.0,78,spotify:track:2Fn3coxd0xAZ09JtrgcgHa,0
You Know You Like It,10s,"edm, electronic trap, pop, pop dance",0.407,0.725,5.0,-5.346,0.0,0.188,0.0141,2.46e-06,0.306,0.247,196.093,4.0,78,spotify:track:1sNSG13fsK6KPKKNIQXXrh,0
Lean On (feat. MØ & DJ Snake),10s,"dance pop, edm, electro house, moombahton, pop, pop dance",0.723,0.809,7.0,-3.081,0.0,0.0625,0.00346,0.00123,0.565,0.274,98.007,4.0,77,spotify:track:4WjH9Bzt3kx7z8kl0awxh4,23
"Boom (feat. MOTi, Ty Dolla $ign, Wizkid & Kranium)",10s,"dance pop, edm, electro house, moombahton, pop, pop dance",0.704,0.784,7.0,-4.463,0.0,0.142,0.00283,0.0,0.419,0.656,100.083,4.0,77,spotify:track:6dLLEE96JRnX1ngkL77yiA,27
7/11,10s,"pop, r&b",0.747,0.705,9.0,-5.137,0.0,0.126,0.0128,0.0,0.126,0.56,136.024,4.0,93,spotify:track:02M6vucOvmRfMxTXDUwRXu,69
On My Mind,10s,"indietronica, metropopolis, pop, uk pop",0.702,0.705,0.0,-6.665,1.0,0.0543,0.258,5.93e-06,0.0879,0.743,154.909,4.0,79,spotify:track:4nS1sut0R2mgmFitKIShVe,44
"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",10s,"big room, dance pop, edm, pop, pop dance",0.596,0.73,9.0,-4.091,1.0,0.151,0.24,0.0,0.325,0.525,85.979,4.0,88,spotify:track:5b2bu6yyATC1zMXDGScJ2d,62
Poker Face,00s,"art pop, dance pop, pop",0.848,0.828,8.0,-4.557,0.0,0.0714,0.136,1.35e-06,0.114,0.794,119.0,4.0,85,spotify:track:3OT3Kg4jyVkdZm4Ncz6JgX,0
Stronger,00s,"chicago rap, hip hop, rap",0.625,0.726,10.0,-7.731,0.0,0.155,0.00728,0.0,0.318,0.483,103.98,4.0,94,spotify:track:6C7RJEIUDqKkJRZVWdkfkH,0
Tacatà - Radio Edit,10s,latin house,0.812,0.857,4.0,-6.034,1.0,0.103,0.0083,0.0,0.354,0.651,126.951,4.0,47,spotify:track:62pIfDe2RdhUfYmRWdo9ZJ,44
Payphone - Cutmore Remix,10s,pop,0.566,0.903,11.0,-4.622,1.0,0.139,0.000837,0.0,0.209,0.551,128.098,4.0,85,spotify:track:5bGHlQpI8SiH2BCpwrJf0e,24
"Back in Time - featured in ""Men In Black 3""",10s,"dance pop, miami hip hop, pop",0.731,0.915,0.0,-4.453,1.0,0.043,0.00191,1.16e-06,0.324,0.789,127.086,4.0,84,spotify:track:2U2ONBrf1HJCDxQlynpD6J,51
Back 2 Life (Live It Up) (feat. T.I.),10s,"dance pop, miami hip hop, pop",0.646,0.844,5.0,-4.569,1.0,0.0455,0.0537,0.0,0.164,0.101,97.915,4.0,71,spotify:track:39IwhUzRgupGFdmlgrj7uG,17
Anywhere in the World - Radio Edit,10s,pop soul,0.63,0.772,9.0,-6.088,0.0,0.0525,0.00235,0.0,0.353,0.374,119.984,4.0,75,spotify:track:6uqAo0E8nK5jlqKnbTynDa,13
Marilyn Monroe,10s,"hip pop, pop, queens hip hop, rap",0.524,0.932,7.0,-3.538,1.0,0.0475,0.311,0.0,0.354,0.481,172.149,4.0,87,spotify:track:55hYV5XPhnUtpRbzMYqzJG,0
TTYLXOX,10s,post-teen pop,0.819,0.683,7.0,-6.144,1.0,0.156,0.00291,0.122,0.254,0.671,112.007,4.0,42,spotify:track:1nIDYHvLaZnD5lEf66SH80,44
Ready For Love,00s,"eurodance, europop, german techno, melbourne bounce international",0.667,0.994,1.0,-5.527,0.0,0.0521,0.00301,4.57e-05,0.094,0.787,142.016,4.0,68,spotify:track:2YcjOmuHNUiwYjjQMdAKzB,0
Summer of Love,10s,"eurodance, europop, german techno, melbourne bounce international",0.56,0.731,8.0,-5.727,1.0,0.0481,0.00311,1.79e-05,0.201,0.519,127.962,4.0,68,spotify:track:7i0Ygv8i2z8wyQasGQWE3O,0
Don't Wake Me Up,10s,"r&b, rap",0.601,0.691,10.0,-5.223,1.0,0.0474,0.0563,0.0,0.146,0.223,127.995,4.0,87,spotify:track:50ZWOpzh5i1Y6aBlstiflU,0
Sick Of You,10s,pop,0.544,0.78,10.0,-3.811,1.0,0.064,0.0161,0.0,0.0351,0.466,147.958,4.0,68,spotify:track:548e8kJ1vpf8SZnWTOVS2X,30
Best Thing I Never Had,10s,"pop, r&b",0.545,0.649,6.0,-4.062,1.0,0.0324,0.143,1.57e-05,0.0894,0.297,99.099,4.0,93,spotify:track:5OrX4PR74Ttezdj5soO1BV,35
This Is Love,10s,"dance pop, pop",0.54,0.809,0.0,-3.397,0.0,0.0445,0.0043,0.0,0.142,0.257,129.01,4.0,73,spotify:track:0KaU5T2268e0B1tKSVsiah,0
#thatPOWER,10s,"dance pop, pop",0.794,0.603,6.0,-6.127,0.0,0.0615,0.00158,9.5e-05,0.0773,0.402,127.997,4.0,73,spotify:track:4DQHskgY5OOkwn9xavjv1g,0
Without You (feat. Usher),10s,"big room, dance pop, edm, pop, pop dance",0.608,0.614,2.0,-3.727,1.0,0.0285,0.227,4.06e-06,0.157,0.402,127.884,4.0,88,spotify:track:3UN6cIn3VIyg0z1LCuFSum,72
Kill Em With Kindness,10s,"pop, post-teen pop",0.757,0.884,10.0,-5.488,0.0,0.0404,0.00795,5.87e-05,0.0973,0.398,120.012,4.0,82,spotify:track:7KxhSJOYiqCDclXDBNlFSZ,64
The Girl (feat. Cozi Zuehlsdorff),10s,"complextro, gaming edm, melodic dubstep",0.49,0.72,9.0,-3.797,0.0,0.0351,0.0691,0.0,0.121,0.428,125.993,4.0,39,spotify:track:2TsMgZTaacXikcOAEezzyk,0
Propaganda,10s,"edm, electronic trap, pop, pop dance",0.672,0.949,1.0,-3.016,1.0,0.0942,0.0024,0.543,0.64,0.235,150.109,4.0,78,spotify:track:0HstjVSwNBbX81tRkuORFP,0
I Know What You Did Last Summer,10s,"canadian pop, pop, viral pop",0.657,0.769,9.0,-4.591,0.0,0.115,0.123,0.0,0.245,0.712,113.966,4.0,82,spotify:track:7crplFzt7spG80NCbpmuCp,0
Lifetime (feat. Kyler England),10s,"dutch house, edm, electro house, electronic trap, pop dance",0.572,0.701,8.0,-5.188,1.0,0.0654,0.0523,1.41e-05,0.635,0.34,149.964,4.0,60,spotify:track:5ceESY61Bf9pJ0Jjh6YK6s,0
Machi,10s,"dutch house, edm, electro house, pop dance, progressive electro house, progressive house",0.53,0.863,6.0,-3.069,1.0,0.0605,0.00193,0.0,0.0392,0.374,127.96,4.0,53,spotify:track:16XU9mAbzAId6xAIKetuRj,0
No Place Like Home (feat. Rosette) - Radio Edit,10s,"big room, dutch house, edm, electro house, pop dance, progressive electro house, slap house",0.658,0.793,4.0,-4.649,0.0,0.0485,0.0638,0.0177,0.18,0.344,127.97,4.0,61,spotify:track:4WPeb1WaiC7Xvc9XkG3HBR,26
Stressed Out,10s,"modern rock, pop, pov: indie, rock",0.734,0.637,4.0,-5.677,0.0,0.141,0.0462,2.29e-05,0.0602,0.648,169.977,4.0,82,spotify:track:3CRDbSIZ4r5MsZ0YwxuEkn,86
Make It Home - Radio Edit,10s,pop house,0.692,0.792,6.0,-4.599,0.0,0.0329,0.00889,0.606,0.47,0.431,127.989,4.0,59,spotify:track:3Frb3dNACuEXjDJMgdKA9e,29
Memories - Radio Edit,10s,"big room, dutch house, edm, electro house, indian edm, pop dance, progressive electro house, slap house",0.521,0.728,8.0,-5.005,0.0,0.0501,0.0352,1.53e-05,0.783,0.32,128.07,4.0,65,spotify:track:7DcY0SUvSIcIjHeSGhTXDk,0
When I Look At You,10s,pop,0.448,0.561,6.0,-4.003,1.0,0.0285,0.131,0.0,0.0949,0.219,137.949,3.0,86,spotify:track:6WLArSQvdGhiuTgyoX7HkB,50
Alien,10s,"dance pop, pop",0.611,0.732,0.0,-6.078,1.0,0.0314,0.262,0.00352,0.266,0.375,111.984,4.0,81,spotify:track:3eBxSM7L8AL5wcYd1t4NC0,39
Unusual You,00s,"dance pop, pop",0.629,0.726,0.0,-9.679,0.0,0.103,0.205,0.00506,0.103,0.473,123.974,4.0,81,spotify:track:5yFDS6dDzjjmGFVaYcwPAB,45
Beautiful Pain,10s,"detroit hip hop, hip hop, rap",0.682,0.813,6.0,-4.549,0.0,0.443,0.0665,0.0,0.136,0.435,165.439,4.0,90,spotify:track:0mwXfPCm4AMaz9J0Cn7FXJ,0
When I'm Gone,00s,"detroit hip hop, hip hop, rap",0.608,0.745,10.0,-5.496,0.0,0.365,0.0551,0.0,0.27,0.725,150.068,4.0,90,spotify:track:5hfttriYehiYRo1Vf5vIG2,0
Anna mä meen (feat. Jonne Aaron),10s,"finnish dance pop, finnish hip hop, finnish pop",0.775,0.887,6.0,-4.668,0.0,0.0796,0.0579,0.0,0.159,0.732,99.966,4.0,54,spotify:track:1DJQZMuGTdE3MN0nwfIH7v,41
Because of You,00s,"dance pop, pop, talent show",0.584,0.583,5.0,-5.284,0.0,0.0313,0.248,0.0,0.124,0.15,139.93,4.0,74,spotify:track:3PHYPaguCDKLK1a9cp3uXZ,0
Me ei olla enää me,10s,"finnish dance pop, finnish hip hop, finnish pop, suomi rock",0.571,0.791,5.0,-5.091,1.0,0.0323,0.00105,8.35e-05,0.0368,0.342,120.067,4.0,48,spotify:track:5FcbLrXeBPqtOUTEt6e38v,42
Just A Dream,10s,"dance pop, gangster rap, hip hop, pop rap, rap, st louis rap, urban contemporary",0.465,0.76,1.0,-6.117,1.0,0.0336,0.0407,0.0,0.126,0.106,180.136,4.0,74,spotify:track:1xnPVj6jmYCedHG37IE2cc,35
Crying for No Reason,10s,"hip house, uk dance, uk funky, uk garage",0.664,0.712,1.0,-4.847,0.0,0.0343,0.393,0.000519,0.0789,0.221,111.976,4.0,53,spotify:track:3DDxYAT7Nuj0tfkHICWYi3,29
Cool Kids,10s,"electropop, indie poptimism, viral pop",0.719,0.671,8.0,-6.279,1.0,0.0336,0.0372,8.21e-06,0.12,0.786,130.027,4.0,58,spotify:track:13P5rwmk2EsoFRIz9UCeh9,73
A Sky Full of Stars,10s,"permanent wave, pop",0.545,0.675,6.0,-6.474,1.0,0.0279,0.00617,0.00197,0.209,0.162,124.97,4.0,88,spotify:track:6HFbq7cewJ7rPiffV0ciil,56
The One That Got Away,10s,pop,0.687,0.792,1.0,-4.023,0.0,0.0353,0.000802,0.0,0.2,0.864,133.962,4.0,84,spotify:track:3oL3XRtkP1WVbMxf7dtTdu,72
Fix You,00s,"permanent wave, pop",0.209,0.417,3.0,-8.74,1.0,0.0338,0.164,0.00196,0.113,0.124,138.178,4.0,88,spotify:track:7LVHVU3tWfcxj5aiPFEW4Q,84
Lohtu,10s,,0.503,0.699,9.0,-6.204,0.0,0.0284,0.0913,2.07e-05,0.173,0.36,86.047,4.0,23,spotify:track:22yDwXNiJlO7UOPud3q2fm,41
Koska Sä Eroot,10s,"finnish dance pop, finnish hip hop, finnish pop",0.663,0.852,7.0,-5.173,1.0,0.127,0.122,0.0,0.317,0.807,170.048,4.0,42,spotify:track:4kPj9bSq11ngSO3M4OX2fc,29
Päästä mut pois,10s,"finnish dance pop, finnish hip hop, finnish pop",0.636,0.771,9.0,-5.337,0.0,0.215,0.404,1.15e-06,0.0689,0.422,80.002,4.0,51,spotify:track:3PocQjgKV9KNY4IdC04FHJ,0
Can You See Me?,10s,finnish pop,0.353,0.257,11.0,-11.396,1.0,0.0424,0.24,1.34e-06,0.0852,0.1,184.085,4.0,20,spotify:track:2sQ8XbHuqohGcp6HMXnfqQ,30
Prinsessoja & astronautteja,10s,"finnish dance pop, finnish hip hop, finnish pop, suomi rock",0.727,0.656,1.0,-6.951,0.0,0.0503,0.028,0.00508,0.131,0.316,86.018,4.0,48,spotify:track:1M3YlNZcSTvRzS7zrlw6B2,18
Broken Ones,10s,deep talent show,0.445,0.721,11.0,-4.016,0.0,0.0471,0.0598,0.0,0.129,0.212,147.902,4.0,32,spotify:track:0VYCUWNFIYLIOQqu3bFzs0,40
Mockingbird,00s,"detroit hip hop, hip hop, rap",0.621,0.672,4.0,-3.892,0.0,0.276,0.21,0.0,0.13,0.228,83.808,4.0,90,spotify:track:17baAghWcrewNOcc9dCewx,0
Night Changes,10s,"boy band, pop, post-teen pop, talent show",0.672,0.52,8.0,-7.747,1.0,0.0353,0.859,0.0,0.115,0.37,120.001,4.0,84,spotify:track:5O2P9iiztwhomNh8xkR9lJ,88
Skyscraper,10s,"pop, post-teen pop",0.582,0.605,7.0,-3.264,1.0,0.0321,0.12,0.0,0.129,0.161,103.885,4.0,77,spotify:track:2mrbEQOtsP73M2GWsfYzqW,0
Breathe Me,00s,"australian dance, australian pop, pop",0.552,0.643,0.0,-7.36,1.0,0.0327,0.0364,0.74,0.105,0.212,120.012,4.0,84,spotify:track:7jqzZyJJLrpkRFYGpkqSK6,66
Viimeisen kerran,10s,"finnish dance pop, finnish hip hop, finnish pop",0.523,0.713,6.0,-4.312,0.0,0.0876,0.436,0.0,0.106,0.35,158.047,4.0,51,spotify:track:0mvQHETM9iteQnMJVSE4UO,17
Young And Beautiful,10s,"art pop, pop",0.319,0.426,11.0,-8.929,0.0,0.0382,0.245,8.23e-06,0.108,0.159,114.553,4.0,90,spotify:track:5UzTtUZper0CphnqZYvsIu,0
Sun särkyä anna mä en,00s,"finnish pop, iskelma, suomi rock",0.406,0.482,4.0,-7.986,1.0,0.0267,0.118,0.000255,0.127,0.195,77.932,4.0,44,spotify:track:5lsHYb8VxfWC8sbh9shDNI,41
Invisible,10s,"piano rock, viral pop",0.641,0.891,3.0,-3.966,1.0,0.0374,0.0089,2.87e-06,0.116,0.583,92.699,4.0,67,spotify:track:6bpK4LLYNuSkXnvi91Rtu4,0
Skinny Love,10s,"neo mellow, uk pop, viral pop",0.379,0.29,4.0,-8.485,1.0,0.051,0.952,0.00106,0.118,0.169,166.467,4.0,70,spotify:track:4RL77hMWUq35NYnPLXBpih,73
