,Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Track Popularity Cat
320,0.0623,0.00246,-39.609,0.0457,0.972,0.853,0.0771,0.0428,70.2,0
321,0.309,0.0026,-35.78,0.0378,0.994,0.878,0.0828,0.125,67.257,0
322,0.335,0.194,-20.246,0.0361,0.524,0.909,0.0966,0.118,152.002,0
323,0.326,0.311,-24.153,0.047,0.991,0.876,0.118,0.961,159.258,0
324,0.441,0.278,-30.219,0.059,0.757,0.88,0.1,0.0339,113.957,0
325,0.0718,0.00848,-34.952,0.0439,0.894,0.753,0.159,0.0468,72.313,0
326,0.0765,0.0524,-25.107,0.0413,0.957,0.937,0.111,0.0392,174.279,0
327,0.263,0.091,-23.919,0.0337,0.988,0.948,0.135,0.0796,147.742,0
328,0.0639,0.126,-21.779,0.0381,0.914,0.988,0.107,0.0353,52.318,0
329,0.254,0.0483,-30.466,0.039,0.956,0.899,0.115,0.111,114.003,0
330,0.177,0.00179,-36.315,0.0458,0.956,0.00485,0.167,0.0348,77.803,0
331,0.375,0.0258,-21.033,0.0359,0.789,0.651,0.105,0.135,103.157,0
332,0.207,0.0567,-25.407,0.0347,0.935,0.883,0.0902,0.045,174.029,0
333,0.345,0.0117,-36.391,0.0403,0.989,0.941,0.0662,0.333,95.765,0
334,0.435,0.0564,-27.616,0.0369,0.99,0.943,0.113,0.127,110.006,0
335,0.0748,0.0549,-21.62,0.0392,0.958,0.732,0.273,0.0383,54.726,0
336,0.577,0.131,-22.938,0.0371,0.816,0.468,0.105,0.252,160.005,0
337,0.134,0.0149,-36.413,0.0424,0.994,0.981,0.24,0.0487,74.62,0
338,0.316,0.0057,-35.986,0.0399,0.995,0.892,0.0658,0.0816,96.51,0
339,0.07,0.224,-17.959,0.0441,0.906,0.952,0.125,0.0331,56.519,0
340,0.18,0.0278,-25.161,0.0464,0.987,0.715,0.0671,0.0395,120.589,0
341,0.108,0.139,-25.076,0.0396,0.812,0.881,0.168,0.0309,175.302,0
342,0.237,0.0133,-39.546,0.0375,0.995,0.906,0.137,0.272,71.787,0
343,0.225,0.0157,-27.705,0.0398,0.978,0.971,0.0829,0.0919,109.606,0
344,0.358,0.0429,-28.599,0.0455,0.968,0.118,0.112,0.0497,114.397,0
345,0.0746,0.0112,-24.976,0.0475,0.838,0.956,0.143,0.0274,174.922,0
346,0.0836,0.024,-31.059,0.0451,0.95,0.929,0.104,0.0321,84.904,0
347,0.463,0.0218,-30.371,0.0475,0.993,0.94,0.0732,0.317,125.803,0
348,0.122,0.116,-27.449,0.0345,0.956,0.958,0.0937,0.14,149.404,0
349,0.471,0.399,-14.203,0.0464,0.987,0.944,0.185,0.863,198.785,0
350,0.176,0.0146,-35.372,0.0323,0.979,0.863,0.0951,0.342,75.944,0
351,0.245,0.177,-21.362,0.0396,0.893,0.893,0.47,0.141,103.109,0
352,0.433,0.953,-3.084,0.657,0.927,0.0,0.86,0.557,61.094,0
353,0.409,0.0683,-23.817,0.0478,0.966,0.922,0.681,0.103,117.094,0
354,0.176,0.0178,-35.333,0.0417,0.799,0.982,0.136,0.0381,76.172,0
355,0.386,0.937,-10.45,0.923,0.656,0.0,0.926,0.147,56.547,0
356,0.0834,0.0737,-25.471,0.0405,0.935,0.954,0.081,0.0635,83.035,0
357,0.149,0.0748,-28.904,0.0472,0.858,0.827,0.111,0.0361,105.62,0
358,0.312,0.0328,-30.646,0.0385,0.937,0.658,0.112,0.0657,97.01,0
359,0.146,0.0939,-22.125,0.0476,0.805,0.861,0.243,0.0373,145.463,0
360,0.132,0.0338,-30.669,0.0426,0.957,0.813,0.0562,0.0377,76.263,0
361,0.187,0.322,-10.231,0.0346,0.95,0.000192,0.0812,0.454,57.891,0
362,0.232,0.403,-10.036,0.0588,0.934,1.39e-06,0.714,0.0764,56.083,0
363,0.421,0.0532,-27.694,0.042,0.994,0.924,0.102,0.405,109.386,0
364,0.204,0.0741,-19.004,0.0469,0.989,0.0085,0.0835,0.0439,166.836,0
365,0.299,0.956,-0.141,0.0418,0.0213,3.38e-05,0.32,0.854,88.256,0
366,0.469,0.995,-4.113,0.922,0.53,0.0,0.966,0.0904,63.506,0
367,0.209,0.263,-15.393,0.0305,0.192,0.876,0.0591,0.0343,60.013,0
368,0.379,0.187,-20.007,0.093,0.982,6.67e-05,0.097,0.0991,159.459,0
369,0.27,0.132,-17.181,0.053,0.983,0.0106,0.3,0.294,166.14,0
370,0.526,0.375,-12.404,0.0277,0.615,6.42e-06,0.361,0.843,192.073,0
371,0.27,0.07,-22.393,0.038,0.987,5.6e-05,0.161,0.21,53.046,0
372,0.0976,0.0132,-32.402,0.0548,0.974,0.000301,0.0683,0.0318,83.121,0
373,0.222,0.371,-16.583,0.0345,0.00389,0.502,0.131,0.199,152.188,0
374,0.0906,0.17,-20.966,0.038,0.154,0.777,0.127,0.0394,165.99,0
375,0.573,0.103,-18.053,0.0577,0.982,0.833,0.154,0.569,157.281,0
376,0.185,0.023,-30.749,0.0419,0.872,0.883,0.0975,0.0355,97.434,0
377,0.534,0.976,-3.317,0.908,0.887,0.0,0.7,0.261,65.266,0
378,0.563,0.0226,-28.774,0.0368,0.996,0.973,0.0985,0.252,139.803,0
379,0.396,0.0855,-24.295,0.0346,0.991,0.881,0.123,0.187,104.424,0
380,0.465,0.0901,-23.446,0.0331,0.959,0.953,0.125,0.0367,159.955,0
381,0.0974,0.127,-21.161,0.0404,0.98,0.95,0.215,0.0723,172.745,0
382,0.218,0.098,-19.853,0.0418,0.993,0.0202,0.165,0.164,163.294,0
383,0.381,0.0936,-17.299,0.0676,0.894,0.00145,0.111,0.241,165.143,0
384,0.065,0.172,-22.823,0.0412,0.761,0.72,0.383,0.0357,52.952,0
385,0.135,0.288,-14.899,0.0414,0.981,0.131,0.303,0.0395,58.764,0
386,0.535,0.179,-20.27,0.102,0.953,0.85,0.107,0.64,150.478,0
387,0.31,0.283,-19.923,0.0347,0.937,0.925,0.109,0.204,182.454,0
388,0.487,0.172,-20.36,0.0475,0.959,0.478,0.104,0.744,152.058,0
389,0.143,0.0261,-28.595,0.041,0.874,0.95,0.112,0.0669,140.16,0
390,0.392,0.00409,-36.65,0.0558,0.995,0.907,0.11,0.174,74.589,0
391,0.564,0.378,-14.468,0.168,0.705,0.000716,0.0723,0.687,197.325,0
392,0.41,0.207,-12.363,0.0637,0.985,0.00654,0.104,0.0426,58.535,0
393,0.208,0.0235,-29.521,0.0318,0.985,0.952,0.0801,0.05,83.665,0
394,0.267,0.103,-23.276,0.0431,0.99,0.944,0.0958,0.0723,163.819,0
395,0.461,0.244,-17.922,0.031,0.882,1.87e-06,0.107,0.364,184.049,0
396,0.329,0.452,-14.074,0.0587,0.776,0.911,0.0955,0.0351,198.219,0
397,0.257,0.0744,-21.165,0.0415,0.965,0.606,0.136,0.0395,179.639,0
398,0.245,0.214,-15.609,0.0358,0.542,0.916,0.13,0.0441,59.802,0
399,0.202,0.076,-26.96,0.0437,0.95,0.993,0.0947,0.132,150.339,0
400,0.177,0.0567,-22.108,0.0449,0.933,0.857,0.0986,0.0775,127.005,0
401,0.334,0.0783,-28.247,0.0488,0.981,0.862,0.084,0.219,107.022,0
402,0.086,0.00644,-32.76,0.0529,0.988,0.955,0.077,0.027,80.165,0
403,0.248,0.147,-25.676,0.0322,0.94,0.754,0.0979,0.0946,83.405,0
404,0.699,0.658,-10.897,0.958,0.882,0.0,0.787,0.448,56.678,0
405,0.0643,0.151,-17.642,0.0483,0.965,0.86,0.0999,0.0528,60.913,0
406,0.193,0.0304,-26.946,0.0451,0.969,0.927,0.0954,0.0329,115.269,0
407,0.294,0.0362,-27.804,0.04,0.966,0.911,0.114,0.424,106.99,0
408,0.163,0.206,-19.947,0.0479,0.991,0.856,0.169,0.169,58.463,0
409,0.125,0.02,-29.762,0.0479,0.984,0.845,0.109,0.035,83.716,0
410,0.483,0.287,-20.438,0.0313,0.876,0.835,0.112,0.552,151.916,0
411,0.207,0.242,-15.681,0.0401,0.914,0.428,0.0735,0.261,164.68,0
412,0.157,0.0693,-21.407,0.0497,0.978,0.00207,0.0938,0.0396,170.132,0
413,0.456,0.562,-17.454,0.135,0.126,0.0,0.359,0.772,183.658,0
414,0.643,0.981,0.899,0.373,0.00476,0.000665,0.297,0.336,140.081,0
415,0.0645,0.0869,-19.017,0.0373,0.672,0.875,0.113,0.0333,56.261,0
416,0.63,0.611,-10.788,0.937,0.822,0.0,0.917,0.449,56.471,0
417,0.348,0.763,-8.692,0.0406,0.0473,0.912,0.299,0.435,196.405,0
418,0.115,0.184,-21.366,0.0379,0.959,0.000201,0.118,0.0936,165.129,0
419,0.545,0.392,-10.091,0.0481,0.83,9.41e-05,0.0903,0.951,208.426,0
420,0.0847,0.0693,-23.23,0.0545,0.872,0.499,0.0923,0.0361,58.759,0
421,0.807,0.0533,-21.332,0.0357,0.626,0.892,0.103,0.106,103.012,0
422,0.36,0.0697,-24.085,0.045,0.983,0.884,0.124,0.225,116.4,0
423,0.156,0.0596,-27.382,0.0418,0.901,0.893,0.102,0.0654,107.297,0
424,0.582,0.258,-11.365,0.34,0.368,0.00138,0.0717,0.0,194.228,0
425,0.394,0.0616,-20.487,0.0424,0.993,0.949,0.12,0.266,150.179,0
426,0.73,0.455,-9.782,0.15,0.00545,0.0355,0.0772,0.781,196.055,0
427,0.303,0.323,-16.144,0.0568,0.391,3e-06,0.295,0.228,185.842,0
428,0.152,0.152,-25.581,0.0405,0.851,0.895,0.131,0.0786,144.236,0
429,0.507,0.14,-27.391,0.0513,0.481,0.907,0.0716,0.369,144.012,0
430,0.25,0.0199,-29.153,0.047,0.867,0.00684,0.175,0.202,113.223,0
431,0.211,0.0419,-22.921,0.0589,0.978,7e-05,0.0982,0.0382,177.697,0
432,0.247,0.0906,-24.828,0.0469,0.615,0.866,0.166,0.28,176.392,0
433,0.382,0.0442,-24.61,0.0593,0.993,0.888,0.133,0.0623,176.1,0
434,0.424,0.00675,-28.792,0.0517,0.995,0.883,0.12,0.163,101.071,0
435,0.169,0.033,-21.701,0.0413,0.789,0.128,0.182,0.038,113.62,0
436,0.353,0.0122,-29.949,0.0469,0.996,0.947,0.0868,0.134,83.924,0
437,0.576,0.122,-20.538,0.0481,0.913,0.0,0.113,0.482,148.996,0
438,0.275,0.329,-15.509,0.0374,0.973,0.881,0.166,0.874,186.273,0
439,0.107,0.0404,-25.179,0.0433,0.922,0.927,0.105,0.0322,83.107,0
440,0.226,0.0774,-28.751,0.0423,0.995,0.979,0.0823,0.0674,100.93,0
441,0.189,0.0297,-33.478,0.0376,0.984,0.831,0.104,0.0855,81.635,0
442,0.349,0.0986,-22.943,0.0386,0.989,0.931,0.103,0.0387,131.856,0
443,0.256,0.215,-19.482,0.16,0.894,0.000208,0.66,0.16,167.523,0
444,0.342,0.166,-21.561,0.125,0.951,4.98e-06,0.114,0.153,167.281,0
445,0.217,0.026,-30.048,0.0451,0.974,0.774,0.112,0.149,126.009,0
446,0.609,0.139,-22.255,0.0516,0.977,0.949,0.131,0.442,149.841,0
447,0.393,0.195,-19.748,0.0959,0.972,0.00146,0.187,0.564,166.53,0
448,0.643,0.927,0.229,0.135,0.00303,0.00375,0.0816,0.244,139.839,0
449,0.363,0.149,-19.848,0.0872,0.982,0.0737,0.298,0.214,144.358,0
450,0.567,0.895,-7.342,0.92,0.567,0.0,0.766,0.381,57.45,0
451,0.173,0.0359,-26.436,0.0458,0.987,0.00682,0.138,0.0323,129.138,0
452,0.5,0.256,-19.64,0.185,0.764,0.000308,0.0754,0.726,159.608,0
453,0.387,0.0652,-25.26,0.0546,0.868,0.134,0.149,0.348,93.427,0
454,0.538,0.163,-27.655,0.297,0.967,0.0,0.802,0.429,99.865,0
455,0.324,0.0754,-22.068,0.0311,0.97,0.759,0.117,0.104,52.888,0
456,0.805,0.0242,-20.597,0.0564,0.957,0.131,0.104,0.295,149.038,0
457,0.283,0.0289,-19.001,0.0444,0.978,0.000111,0.111,0.157,178.803,0
458,0.171,0.0599,-24.525,0.0452,0.931,0.812,0.159,0.0734,176.566,0
459,0.299,0.997,-1.064,0.173,0.0109,1.23e-06,0.796,0.263,188.086,0
460,0.0762,0.0217,-24.505,0.0383,0.932,0.963,0.0816,0.0346,80.545,0
461,0.0623,0.0424,-32.372,0.0441,0.868,0.91,0.101,0.032,65.74,0
462,0.636,0.454,-16.548,0.0615,0.599,0.00343,0.304,0.806,155.547,0
463,0.66,0.934,0.004,0.0664,0.00552,4.27e-06,0.0943,0.362,144.965,0
464,0.372,0.159,-21.129,0.0364,0.982,1.46e-06,0.165,0.512,135.617,0
465,0.654,0.165,-20.108,0.952,0.634,0.0,0.854,0.483,92.321,0
466,0.242,0.0221,-30.294,0.061,0.99,0.835,0.111,0.0624,128.139,0
467,0.219,0.235,-16.558,0.0369,0.794,0.854,0.28,0.107,178.413,0
468,0.142,0.282,-14.666,0.0333,0.705,0.835,0.166,0.0864,59.999,0
469,0.16,0.0356,-27.698,0.0415,0.962,0.97,0.082,0.0371,132.418,0
470,0.473,0.171,-14.53,0.0906,0.995,0.965,0.11,0.364,204.72,0
471,0.179,0.185,-19.464,0.0381,0.81,0.97,0.0949,0.0309,58.974,0
472,0.55,0.854,-5.89,0.889,0.918,0.0,0.834,0.508,57.949,0
473,0.291,0.142,-27.844,0.0351,0.742,0.928,0.109,0.0469,139.871,0
474,0.42,0.00613,-24.246,0.0424,0.824,0.00533,0.0707,0.451,84.462,0
475,0.259,0.885,-10.467,0.0959,0.00031,6.03e-05,0.121,0.515,197.243,0
476,0.323,0.153,-17.499,0.0377,0.98,0.374,0.109,0.599,183.866,0
477,0.26,0.0887,-22.126,0.0496,0.931,0.877,0.0894,0.544,126.823,0
478,0.218,0.0146,-32.802,0.0378,0.993,0.933,0.123,0.0643,77.972,0
479,0.197,0.0118,-33.517,0.0388,0.992,0.959,0.0859,0.0382,82.342,0
480,0.362,0.978,-1.433,0.168,0.0292,0.0,0.262,0.42,195.078,0
481,0.163,0.172,-10.672,0.0312,0.697,0.000688,0.161,0.107,55.305,0
482,0.234,0.0813,-30.154,0.0422,0.988,0.7,0.0932,0.124,74.778,0
483,0.338,0.0472,-24.668,0.0391,0.994,0.83,0.0994,0.582,144.414,0
484,0.0622,0.0706,-21.769,0.0454,0.934,0.853,0.0838,0.0275,56.491,0
485,0.597,0.14,-18.136,0.0368,0.809,0.0987,0.128,0.203,157.905,0
486,0.154,0.0352,-31.842,0.0611,0.919,1.43e-05,0.902,0.13,89.059,0
487,0.128,0.127,-26.25,0.0398,0.876,0.897,0.114,0.0359,145.637,0
488,0.291,0.0475,-24.061,0.0409,0.966,0.724,0.114,0.122,160.035,0
489,0.104,0.0297,-21.056,0.0436,0.981,0.0202,0.108,0.0364,170.07,0
490,0.146,0.0176,-27.983,0.042,0.969,0.555,0.113,0.0503,139.644,0
491,0.207,0.101,-24.681,0.0401,0.834,0.884,0.0803,0.0355,127.531,0
492,0.23,0.0117,-34.041,0.0576,0.996,0.874,0.116,0.151,164.15,0
493,0.16,0.0561,-23.249,0.0427,0.71,0.937,0.119,0.0342,131.648,0
494,0.183,0.109,-21.951,0.0702,0.976,0.00121,0.0848,0.0398,174.479,0
495,0.241,0.572,-6.341,0.0332,0.0709,0.00244,0.0848,0.292,209.826,0
496,0.326,0.233,-16.931,0.0531,0.99,0.902,0.0952,0.352,168.232,0
497,0.173,0.0157,-26.713,0.0387,0.881,0.355,0.186,0.0557,90.002,0
498,0.45,0.209,-16.295,0.0375,0.207,0.000696,0.213,0.178,158.944,0
499,0.196,0.0179,-28.65,0.0467,0.904,0.936,0.0732,0.0368,100.318,0
500,0.484,0.252,-18.665,0.0416,0.959,0.924,0.108,0.54,175.978,0
501,0.333,0.078,-19.827,0.0343,0.931,0.00896,0.104,0.14,179.639,0
502,0.44,0.286,-14.488,0.0312,0.738,0.0,0.346,0.393,58.867,0
503,0.0699,0.0199,-33.195,0.0445,0.453,0.904,0.106,0.0351,77.789,0
504,0.378,0.0697,-24.444,0.0313,0.914,0.00181,0.123,0.133,144.788,0
505,0.253,0.00724,-27.23,0.042,0.701,0.0209,0.0757,0.0481,129.185,0
506,0.167,0.0212,-31.693,0.0437,0.992,0.902,0.0711,0.0418,130.396,0
507,0.219,0.0834,-40.087,0.0631,0.836,0.954,0.112,0.061,71.654,0
508,0.596,0.935,-2.412,0.0741,0.127,0.0,0.294,0.912,205.984,0
509,0.511,0.996,0.037,0.164,0.000126,0.000566,0.0725,0.209,102.503,0
510,0.345,0.161,-20.843,0.0799,0.88,0.000235,0.199,0.0927,72.565,0
511,0.381,0.0792,-20.414,0.057,0.984,0.0,0.141,0.0704,101.144,0
512,0.332,0.308,-15.004,0.406,0.953,0.00219,0.098,0.33,200.057,0
513,0.345,0.0815,-21.226,0.0382,0.819,0.0056,0.16,0.145,170.076,0
514,0.314,0.394,-14.616,0.0428,0.749,0.785,0.205,0.162,158.688,0
515,0.643,0.484,-11.008,0.225,0.632,1.62e-06,0.16,0.601,193.969,0
516,0.505,0.305,-15.658,0.0351,0.711,0.431,0.0687,0.0597,184.968,0
517,0.106,0.00243,-42.132,0.0505,0.989,0.966,0.108,0.0465,70.413,0
518,0.423,0.225,-20.299,0.0385,0.833,0.0263,0.172,0.172,125.3,0
519,0.273,0.0974,-24.633,0.0344,0.992,0.91,0.26,0.0387,88.091,0
520,0.43,0.168,-22.072,0.0617,0.992,0.845,0.0693,0.601,149.934,0
521,0.18,0.0304,-24.718,0.04,0.979,0.967,0.166,0.08,91.036,0
522,0.576,0.311,-16.864,0.0675,0.0483,2.47e-05,0.064,0.541,152.799,0
523,0.158,0.0693,-24.477,0.0386,0.935,0.874,0.0696,0.0364,80.246,0
524,0.32,0.201,-22.558,0.0615,0.9,0.675,0.0812,0.0409,122.316,0
525,0.169,0.0234,-24.606,0.0495,0.991,0.451,0.114,0.0395,88.002,0
526,0.221,0.0879,-24.578,0.0381,0.963,0.916,0.188,0.0593,90.7,0
527,0.584,0.0886,-24.342,0.363,0.941,0.0,0.281,0.174,93.376,0
528,0.201,0.267,-13.88,0.0536,0.967,1.23e-05,0.514,0.0538,59.161,0
529,0.324,0.00191,-37.276,0.0485,0.994,0.959,0.108,0.0588,66.893,0
530,0.493,0.136,-12.18,0.441,0.593,0.0369,0.123,0.77,37.833,0
531,0.206,0.0771,-26.595,0.0358,0.817,0.878,0.194,0.0855,115.043,0
532,0.212,0.0295,-24.489,0.0415,0.904,0.832,0.129,0.0397,80.67,0
533,0.547,0.116,-21.946,0.0354,0.904,0.848,0.107,0.344,105.115,0
534,0.25,0.0269,-22.489,0.0437,0.972,0.0288,0.0892,0.186,64.14,0
535,0.229,0.827,-9.578,0.0403,0.000652,0.0,0.2,0.775,198.332,0
536,0.364,0.993,-0.727,0.101,0.000444,0.0,0.304,0.685,165.137,0
537,0.169,0.0168,-29.481,0.0433,0.966,0.471,0.21,0.0361,126.507,0
538,0.202,0.176,-16.425,0.0343,0.756,0.000303,0.113,0.3,152.633,0
539,0.367,0.0405,-30.256,0.0493,0.994,0.915,0.0913,0.188,127.068,0
540,0.181,0.343,-15.426,0.0404,0.49,0.95,0.113,0.0849,154.073,0
541,0.431,0.368,-11.859,0.0349,0.437,0.00153,0.692,0.35,197.875,0
542,0.561,0.624,-12.834,0.0552,0.489,0.411,0.0808,0.901,202.006,0
543,0.421,0.0585,-25.238,0.051,0.993,0.912,0.0835,0.103,127.36,0
544,0.0601,0.145,-19.837,0.0487,0.604,0.933,0.11,0.0325,59.171,0
545,0.249,0.232,-22.111,0.0541,0.774,0.603,0.0919,0.0865,85.664,0
546,0.287,0.816,-10.866,0.0624,0.418,0.0,0.0784,0.763,193.627,0
547,0.292,0.202,-22.054,0.0328,0.878,0.0645,0.055,0.501,97.508,0
548,0.383,0.103,-21.418,0.0581,0.987,6.32e-05,0.085,0.13,113.408,0
549,0.176,0.0155,-35.77,0.0408,0.984,0.959,0.075,0.0344,76.664,0
550,0.459,0.0642,-23.683,0.0505,0.981,0.837,0.078,0.224,116.413,0
551,0.525,0.0338,-24.269,0.0615,0.987,0.00103,0.046,0.394,84.273,0
552,0.742,0.324,-16.698,0.218,0.811,0.251,0.0984,0.899,168.27,0
553,0.163,0.0511,-25.508,0.0358,0.835,0.69,0.102,0.0728,98.361,0
554,0.399,0.679,-3.403,0.0329,0.518,0.0,0.625,0.614,63.993,0
555,0.571,0.922,-4.008,0.866,0.826,0.0,0.607,0.312,61.176,0
556,0.457,0.0698,-21.935,0.0367,0.904,2.43e-05,0.108,0.255,113.76,0
557,0.26,0.0172,-26.925,0.0517,0.99,0.897,0.0943,0.0494,114.588,0
558,0.616,0.239,-20.835,0.888,0.845,0.0,0.657,0.465,95.985,0
559,0.514,0.14,-28.162,0.477,0.951,2.95e-06,0.132,0.18,100.084,0
560,0.0859,0.0653,-24.541,0.0572,0.972,0.889,0.0876,0.068,61.538,0
561,0.548,0.45,-20.72,0.958,0.858,0.0,0.741,0.253,85.126,0
562,0.197,0.115,-21.469,0.0449,0.904,0.728,0.087,0.0539,145.392,0
563,0.494,0.553,-16.7,0.947,0.913,0.0,0.975,0.475,70.424,0
564,0.442,0.183,-17.476,0.0338,0.902,0.0508,0.104,0.224,156.696,0
565,0.376,0.00187,-36.193,0.0549,0.996,0.953,0.0731,0.218,77.58,0
566,0.528,0.077,-22.415,0.177,0.901,0.0,0.11,0.303,84.083,0
567,0.298,0.155,-24.317,0.0675,0.943,0.891,0.0866,0.239,121.847,0
568,0.398,0.13,-19.584,0.0438,0.959,0.105,0.115,0.247,150.174,0
569,0.455,0.348,-11.579,0.0441,0.806,0.313,0.132,0.786,205.764,0
570,0.311,0.0343,-22.683,0.0466,0.972,2.48e-05,0.109,0.0474,111.961,0
571,0.554,0.59,-17.221,0.951,0.881,0.0,0.723,0.58,69.847,0
572,0.269,0.186,-23.716,0.0381,0.887,0.894,0.0876,0.0333,131.98,0
573,0.473,0.158,-14.934,0.0497,0.669,1.06e-05,0.273,0.599,182.973,0
574,0.473,0.158,-14.934,0.0497,0.669,1.06e-05,0.273,0.599,182.973,0
575,0.322,0.0134,-37.415,0.0471,0.946,0.9,0.102,0.214,87.419,0
576,0.247,0.0917,-21.196,0.0564,0.985,0.0243,0.114,0.04,174.758,0
577,0.464,0.165,-20.368,0.0771,0.952,1.05e-05,0.324,0.178,124.989,0
578,0.158,0.0303,-21.925,0.0399,0.985,0.103,0.309,0.122,167.837,0
579,0.355,0.0424,-25.494,0.0359,0.987,0.871,0.111,0.149,98.297,0
580,0.503,0.979,-0.817,0.313,0.732,0.0,0.588,0.588,86.519,0
581,0.426,0.0248,-23.962,0.0446,0.875,0.0,0.149,0.316,84.292,0
582,0.0667,0.0324,-21.088,0.0378,0.807,0.875,0.258,0.0389,55.826,0
583,0.288,0.047,-18.826,0.0332,0.987,0.717,0.114,0.0468,56.984,0
584,0.232,0.00276,-36.801,0.0463,0.985,0.922,0.108,0.0372,67.048,0
585,0.105,0.027,-22.592,0.042,0.909,0.633,0.118,0.0359,63.867,0
586,0.397,0.00617,-29.207,0.0435,0.995,0.922,0.0712,0.0491,97.455,0
587,0.349,0.281,-17.619,0.0308,0.984,0.909,0.0939,0.291,61.26,0
588,0.19,0.104,-21.574,0.0525,0.899,0.89,0.107,0.112,145.359,0
589,0.244,0.136,-19.869,0.0633,0.911,0.255,0.13,0.228,164.071,0
590,0.439,0.163,-19.79,0.03,0.692,0.429,0.0807,0.294,182.124,0
591,0.197,0.13,-19.845,0.0509,0.985,0.000485,0.0926,0.0381,165.983,0
592,0.429,0.255,-9.885,0.036,0.771,0.0,0.101,0.17,187.572,0
593,0.262,0.166,-19.585,0.0403,0.967,0.904,0.358,0.0545,122.74,0
594,0.317,0.0884,-24.732,0.0421,0.95,0.0164,0.0869,0.16,93.671,0
595,0.354,0.00667,-28.652,0.0455,0.995,0.909,0.109,0.0926,79.675,0
596,0.329,0.119,-16.589,0.0457,0.953,0.0,0.0864,0.345,176.104,0
597,0.369,0.254,-17.365,0.108,0.952,2.47e-05,0.136,0.469,168.107,0
598,0.52,0.151,-14.046,0.0564,0.77,5.59e-05,0.308,0.186,185.32,0
599,0.26,0.0501,-28.944,0.038,0.978,0.682,0.334,0.21,130.781,0
600,0.592,0.903,-5.317,0.916,0.69,0.0,0.365,0.602,57.938,0
601,0.693,0.888,-4.495,0.877,0.668,0.0,0.86,0.466,60.735,0
602,0.218,0.0159,-36.327,0.0372,0.981,0.924,0.119,0.0947,67.747,0
603,0.65,0.423,-10.132,0.0419,0.837,0.0159,0.109,0.457,206.118,0
604,0.403,0.0327,-25.036,0.039,0.92,0.188,0.162,0.0374,131.149,0
605,0.141,0.135,-19.345,0.0356,0.768,0.915,0.0845,0.0342,101.721,0
606,0.287,0.0211,-25.588,0.0501,0.86,0.823,0.0815,0.0392,125.495,0
607,0.41,0.0117,-28.914,0.0419,0.938,0.802,0.11,0.0567,79.948,0
608,0.42,0.977,-1.747,0.147,0.0628,0.0,0.197,0.521,192.018,0
609,0.0983,0.022,-29.245,0.0445,0.982,0.891,0.0891,0.0383,88.616,0
610,0.0964,0.0713,-20.692,0.0389,0.885,0.781,0.249,0.0386,165.756,0
611,0.242,0.199,-17.46,0.0385,0.778,0.791,0.149,0.191,167.753,0
612,0.379,0.14,-23.902,0.127,0.983,0.0254,0.664,0.129,137.721,0
613,0.555,0.0429,-22.346,0.0521,0.74,0.603,0.144,0.477,83.503,0
614,0.455,0.128,-18.432,0.0304,0.57,0.000218,0.106,0.114,146.123,0
615,0.374,0.0586,-23.128,0.0349,0.957,0.37,0.128,0.201,83.917,0
616,0.127,0.0266,-24.845,0.0378,0.979,0.946,0.103,0.125,94.563,0
617,0.38,0.0719,-20.62,0.0501,0.995,0.939,0.107,0.253,99.727,0
618,0.185,0.148,-21.203,0.0445,0.975,0.00293,0.131,0.0775,72.814,0
619,0.212,0.0213,-27.384,0.0364,0.986,0.986,0.0909,0.271,143.911,0
620,0.0986,0.0949,-21.002,0.0441,0.993,0.353,0.0847,0.0363,174.628,0
621,0.583,0.128,-31.36,0.101,0.958,0.973,0.107,0.551,130.045,0
622,0.525,0.31,-17.489,0.0791,0.761,0.434,0.0618,0.677,156.731,0
623,0.339,0.0373,-32.121,0.0349,0.994,0.93,0.101,0.267,87.801,0
624,0.439,0.301,-16.444,0.069,0.639,4.53e-05,0.231,0.553,153.866,0
625,0.491,0.37,-16.364,0.0677,0.275,1.1e-05,0.0518,0.797,158.898,0
626,0.319,0.322,-9.165,0.0726,0.644,1.33e-06,0.131,0.102,197.818,0
627,0.317,0.0186,-23.65,0.0363,0.956,1.9e-06,0.12,0.117,78.325,0
628,0.327,0.105,-22.635,0.0398,0.904,0.943,0.227,0.101,105.066,0
629,0.534,0.501,-11.652,0.0732,0.906,0.000994,0.157,0.79,191.83,0
630,0.185,0.0798,-22.793,0.053,0.985,0.06,0.348,0.0395,68.548,0
631,0.168,0.141,-18.347,0.0403,0.528,0.000223,0.314,0.168,164.226,0
632,0.355,0.086,-18.616,0.0382,0.991,0.912,0.092,0.0586,62.701,0
633,0.313,0.00669,-26.002,0.0441,0.949,0.408,0.099,0.0383,131.302,0
634,0.19,0.0773,-24.584,0.0427,0.982,0.869,0.0712,0.0811,147.308,0
635,0.132,0.00978,-41.896,0.046,0.989,0.915,0.107,0.031,71.059,0
636,0.217,0.0462,-23.164,0.0397,0.977,0.072,0.101,0.0384,138.293,0
637,0.292,0.0744,-27.296,0.0514,0.985,0.146,0.157,0.374,129.542,0
638,0.508,0.247,-19.376,0.0372,0.869,0.000115,0.0663,0.494,123.902,0
639,0.183,0.0182,-27.469,0.037,0.986,0.843,0.109,0.0519,93.105,0
